ISR_Number,A/C Status,ISR Status,Pri,Squadron,Location,State/Country,Region,Longitude,Latitude,RCN,BUNO,TMS,PLATFORM,TYPE,Date Created,TAT,Repair Category
526,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167871,MH-60S,H-60,ROTOR,12/12/2013 23:11,37,CRACK
528,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165529,FA-18D,F-18 LEGACY,FIXED WING,11/2/2013 23:11,18,MINOR DEFECT
530,2,Archived,103,SQD-20,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165284,AH-1W,H-1,ROTOR,12/5/2013 23:11,18,CRACK
531,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164679,FA-18D,F-18 LEGACY,FIXED WING,10/11/2013 23:11,16,CRACK
532,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164222,FA-18C,F-18 LEGACY,FIXED WING,11/8/2013 23:11,7,MINOR DEFECT
533,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164882,FA-18D,F-18 LEGACY,FIXED WING,11/10/2013 23:11,26,BUSHING REPAIR
534,1,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,167990,UH-1Y,H-1,ROTOR,12/15/2013 23:11,21,MINOR DEFECT
535,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164872,FA-18D,F-18 LEGACY,FIXED WING,12/3/2013 23:11,21,FUEL CELL
536,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,162175,C-2A,E-2/C-2,FIXED WING,9/30/2013 23:11,6,MINOR DEFECT
539,2,Archived,103,SQD-102,NIPPI,Japan,PACIFIC,139.482422,35.569842,,164945,FA-18D,F-18 LEGACY,FIXED WING,11/25/2013 23:11,23,MINOR DEFECT
540,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164951,FA-18D,F-18 LEGACY,FIXED WING,12/20/2013 23:11,25,BUSHING REPAIR
541,1,Cancelled,0,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,165957,KC-130J,C-130,FIXED WING,12/27/2013 23:11,30,INSPECTION
542,1,PMI Concurrent,102,SQD-112,Gimhae (KAL),Korea,PACIFIC,128.889352,35.269315,,166763,KC-130J,C-130,FIXED WING,12/14/2013 23:11,17,MINOR DEFECT
543,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,166514,KC-130J,C-130,FIXED WING,12/28/2013 23:11,10,MINOR DEFECT
544,2,Cancelled,0,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165531,FA-18D,F-18 LEGACY,FIXED WING,11/5/2013 23:11,15,MINOR DEFECT
547,1,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,168417,UH-1Y,H-1,ROTOR,11/5/2013 23:11,12,MINOR DEFECT
548,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164265,FA-18C,F-18 LEGACY,FIXED WING,11/1/2013 23:11,6,MINOR DEFECT
550,2,Archived,103,SQD-48,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167016,MH-60R,H-60,ROTOR,11/28/2013 23:11,9,MINOR DEFECT
551,2,Archived,103,SQD-19,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,162493,CH-53E,H-53,ROTOR,11/30/2013 23:11,10,BUSHING REPAIR
552,2,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,162569,CH-53E,H-53,ROTOR,10/19/2013 23:11,26,MINOR DEFECT
553,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164653,FA-18D,F-18 LEGACY,FIXED WING,11/10/2013 23:11,25,FUEL CELL
555,1,Cancelled,0,SQD-105,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,163161,FA-18A,F-18 LEGACY,FIXED WING,10/27/2013 23:11,16,BUSHING REPAIR
563,1,Archived,103,SQD-105,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,163167,FA-18A,F-18 LEGACY,FIXED WING,11/21/2013 23:11,26,BUSHING REPAIR
565,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164662,FA-18D,F-18 LEGACY,FIXED WING,10/28/2013 23:11,23,FUEL CELL
568,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164261,FA-18C,F-18 LEGACY,FIXED WING,11/20/2013 23:11,23,MINOR DEFECT
569,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165686,FA-18D,F-18 LEGACY,FIXED WING,12/9/2013 23:11,14,MINOR DEFECT
571,2,Archived,103,SQD-105,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,163173,FA-18A,F-18 LEGACY,FIXED WING,1/8/2014 23:11,24,CRACK
576,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166342,MH-60S,H-60,ROTOR,1/6/2014 23:11,23,CRACK
577,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164870,FA-18D,F-18 LEGACY,FIXED WING,11/3/2013 23:11,30,BUSHING REPAIR
584,2,Archived,103,#N/A,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,168004,MV-22B,V-22,ROTOR,12/2/2013 23:11,14,MINOR DEFECT
586,2,Archived,103,SQD-19,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,160744,AH-1W,H-1,ROTOR,10/25/2013 23:11,26,MINOR DEFECT
587,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164955,FA-18D,F-18 LEGACY,FIXED WING,11/29/2013 23:11,26,MINOR DEFECT
591,2,Archived,103,SQD-93,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165581,AV-8B,AV-8,FIXED WING,9/21/2013 23:11,7,MINOR DEFECT
592,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167814,MH-60S,H-60,ROTOR,10/18/2013 23:11,24,BUSHING REPAIR
593,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,161257,CH-53E,H-53,ROTOR,10/2/2013 23:11,19,CRACK
598,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,164578,AH-1W,H-1,ROTOR,12/22/2013 23:11,7,CRACK
599,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167814,MH-60S,H-60,ROTOR,11/13/2013 23:11,23,MINOR DEFECT
601,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,161184,CH-53E,H-53,ROTOR,10/13/2013 23:11,6,MINOR DEFECT
603,2,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,162553,CH-53E,H-53,ROTOR,12/4/2013 23:11,25,CRACK
605,2,Archived,103,SQD-98,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,163889,EA-6B,EA-6B,FIXED WING,10/19/2013 23:11,5,MINOR DEFECT
606,1,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,162499,CH-53E,H-53,ROTOR,11/3/2013 23:11,10,MINOR DEFECT
607,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,162524,CH-53E,H-53,ROTOR,12/23/2013 23:11,29,CRACK
608,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,163063,CH-53E,H-53,ROTOR,12/23/2013 23:11,18,MINOR DEFECT
614,2,Archived,103,#N/A,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,166744,MV-22B,V-22,ROTOR,10/31/2013 23:11,18,MINOR DEFECT
615,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,160798,AH-1T,H-1,ROTOR,12/8/2013 23:11,8,MINOR DEFECT
616,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166342,MH-60S,H-60,ROTOR,11/28/2013 23:11,11,MINOR DEFECT
621,2,Archived,103,SQD-39,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,167892,MH-60S,H-60,ROTOR,10/23/2013 23:11,20,BUSHING REPAIR
622,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,161184,CH-53E,H-53,ROTOR,12/6/2013 23:11,18,MINOR DEFECT
623,2,Archived,103,SQD-96,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,163889,EA-6B,EA-6B,FIXED WING,11/16/2013 23:11,21,MINOR DEFECT
633,2,Archived,103,SQD-90,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,,165006,AV-8B,AV-8,FIXED WING,11/15/2013 23:11,26,FUEL LEAK
635,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167820,MH-60S,H-60,ROTOR,11/1/2013 23:11,5,MINOR DEFECT
642,1,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,168317,UH-1Y,H-1,ROTOR,9/15/2013 23:11,18,MINOR DEFECT
643,2,Archived,103,SQD-39,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,167856,MH-60S,H-60,ROTOR,11/5/2013 23:11,27,BUSHING REPAIR
646,2,Archived,103,SQD-116,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,166734,MV-22B,V-22,ROTOR,11/1/2013 23:11,11,CRACK
648,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164656,FA-18D,F-18 LEGACY,FIXED WING,11/21/2013 23:11,15,CRACK
649,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164874,FA-18D,F-18 LEGACY,FIXED WING,11/4/2013 23:11,5,BUSHING REPAIR
650,2,Archived,103,SQD-102,"Tindall, Australia",Australia,PACIFIC,132.397372,-14.499501,,165529,FA-18D,F-18 LEGACY,FIXED WING,12/3/2013 23:11,21,CRACK
651,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,163166,FA-18A,F-18 LEGACY,FIXED WING,12/2/2013 23:11,30,BUSHING REPAIR
654,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162409,FA-18A,F-18 LEGACY,FIXED WING,11/18/2013 23:11,13,BUSHING REPAIR
656,1,Archived,103,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167024,MH-60R,H-60,ROTOR,11/30/2013 23:11,28,BUSHING REPAIR
657,1,Archived,103,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167031,MH-60R,H-60,ROTOR,11/12/2013 23:11,1,BUSHING REPAIR
658,1,Archived,103,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167033,MH-60R,H-60,ROTOR,11/22/2013 23:11,21,BUSHING REPAIR
659,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162848,FA-18A,F-18 LEGACY,FIXED WING,9/18/2013 23:11,20,BUSHING REPAIR
661,2,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162409,FA-18A,F-18 LEGACY,FIXED WING,12/6/2013 23:11,1,MINOR DEFECT
662,2,Archived,103,SQD-19,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,162493,CH-53E,H-53,ROTOR,10/30/2013 23:11,18,MINOR DEFECT
674,2,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162409,FA-18A,F-18 LEGACY,FIXED WING,12/11/2013 23:11,6,MINOR DEFECT
675,1,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,168046,UH-1Y,H-1,ROTOR,9/30/2013 23:11,10,MINOR DEFECT
676,1,Archived,103,#N/A,Naples Italy,Italy,EUROPE,14.268124,40.851775,,167898,MH-60S,H-60,ROTOR,10/25/2013 23:11,19,CRACK
686,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,165957,KC-130J,C-130,FIXED WING,11/26/2013 23:11,24,MINOR DEFECT
687,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,166514,KC-130J,C-130,FIXED WING,12/5/2013 23:11,8,MINOR DEFECT
688,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167109,KC-130J,C-130,FIXED WING,1/1/2014 23:11,24,MINOR DEFECT
689,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167923,KC-130J,C-130,FIXED WING,10/5/2013 23:11,20,MINOR DEFECT
690,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167925,KC-130J,C-130,FIXED WING,10/22/2013 23:11,26,MINOR DEFECT
691,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167926,KC-130J,C-130,FIXED WING,10/17/2013 23:11,18,MINOR DEFECT
692,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167927,KC-130J,C-130,FIXED WING,12/30/2013 23:11,1,MINOR DEFECT
693,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167981,KC-130J,C-130,FIXED WING,11/1/2013 23:11,14,MINOR DEFECT
694,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,168065,KC-130J,C-130,FIXED WING,11/3/2013 23:11,28,MINOR DEFECT
695,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,168066,KC-130J,C-130,FIXED WING,10/25/2013 23:11,14,MINOR DEFECT
696,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,168074,KC-130J,C-130,FIXED WING,11/25/2013 23:11,18,MINOR DEFECT
697,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,168075,KC-130J,C-130,FIXED WING,10/24/2013 23:11,26,MINOR DEFECT
698,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166356,MH-60S,H-60,ROTOR,9/20/2013 23:11,20,CORROSION
699,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164872,FA-18D,F-18 LEGACY,FIXED WING,12/9/2013 23:11,5,BUSHING REPAIR
705,1,Archived,103,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,168467,FA-18E,F-18 SUPERS,FIXED WING,11/28/2013 23:11,7,MINOR DEFECT
707,1,Archived,102,SQD-96,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,163526,EA-6B,EA-6B,FIXED WING,12/27/2013 23:11,21,MINOR DEFECT
708,2,Archived,103,SQD-39,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,167852,MH-60S,H-60,ROTOR,10/20/2013 23:11,20,BUSHING REPAIR
709,1,Archived,103,SQD-63,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166931,EA-18G,EA-18,FIXED WING,11/2/2013 23:11,12,MINOR DEFECT
710,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162428,FA-18A,F-18 LEGACY,FIXED WING,11/20/2013 23:11,24,BUSHING REPAIR
711,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162469,FA-18A,F-18 LEGACY,FIXED WING,12/11/2013 23:11,37,BUSHING REPAIR
712,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,163166,FA-18A,F-18 LEGACY,FIXED WING,11/26/2013 23:11,26,BUSHING REPAIR
714,2,Archived,103,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,162524,CH-53E,H-53,ROTOR,11/13/2013 23:11,7,BUSHING REPAIR
716,1,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167820,MH-60S,H-60,ROTOR,11/1/2013 23:11,21,CRACK
718,1,Archived,103,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,164770,MH-53E,H-53,ROTOR,11/25/2013 23:11,14,MINOR DEFECT
719,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162848,FA-18A,F-18 LEGACY,FIXED WING,12/6/2013 23:11,27,BUSHING REPAIR
734,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164659,FA-18D,F-18 LEGACY,FIXED WING,1/8/2014 23:11,33,CRACK
736,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165279,AH-1W,H-1,ROTOR,12/22/2013 23:11,6,MINOR DEFECT
737,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165279,AH-1W,H-1,ROTOR,10/31/2013 23:11,13,BUSHING REPAIR
738,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165279,AH-1W,H-1,ROTOR,11/8/2013 23:11,14,MINOR DEFECT
740,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165279,AH-1W,H-1,ROTOR,11/7/2013 23:11,11,BUSHING REPAIR
741,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165279,AH-1W,H-1,ROTOR,1/6/2014 23:11,20,BUSHING REPAIR
742,2,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165279,AH-1W,H-1,ROTOR,11/14/2013 23:11,21,BUSHING REPAIR
749,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164702,FA-18D,F-18 LEGACY,FIXED WING,10/30/2013 23:11,22,PANEL REPAIR
752,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164953,FA-18D,F-18 LEGACY,FIXED WING,10/26/2013 23:11,35,CRACK
762,2,Archived,102,SQD-116,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,166746,MV-22B,V-22,ROTOR,10/26/2013 23:11,49,CRACK
763,2,Cancelled,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164702,FA-18D,F-18 LEGACY,FIXED WING,11/12/2013 23:11,22,MINOR DEFECT
764,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162848,FA-18A,F-18 LEGACY,FIXED WING,9/17/2013 23:11,6,BUSHING REPAIR
765,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162469,FA-18A,F-18 LEGACY,FIXED WING,10/16/2013 23:11,13,BUSHING REPAIR
766,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162428,FA-18A,F-18 LEGACY,FIXED WING,11/5/2013 23:11,18,BUSHING REPAIR
767,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162882,FA-18A,F-18 LEGACY,FIXED WING,1/7/2014 23:11,16,BUSHING REPAIR
768,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162409,FA-18A,F-18 LEGACY,FIXED WING,11/29/2013 23:11,28,BUSHING REPAIR
769,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,163166,FA-18A,F-18 LEGACY,FIXED WING,10/8/2013 23:11,5,BUSHING REPAIR
771,2,Archived,102,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165279,AH-1W,H-1,ROTOR,10/8/2013 23:11,28,CRACK
773,1,Cancelled,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167820,MH-60S,H-60,ROTOR,11/6/2013 23:11,5,CRACK
774,2,Archived,101,SQD-112,Philippines,Philippines,PACIFIC,120.514596,15.180142,,167109,KC-130J,C-130,FIXED WING,1/11/2014 23:11,19,MINOR DEFECT
790,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164702,FA-18D,F-18 LEGACY,FIXED WING,11/14/2013 23:11,8,CRACK
791,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164906,FA-18C,F-18 LEGACY,FIXED WING,11/19/2013 23:11,11,MINOR DEFECT
792,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167854,MH-60S,H-60,ROTOR,10/19/2013 23:11,21,CORROSION
801,2,Cancelled,102,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,162499,CH-53E,H-53,ROTOR,10/2/2013 23:11,30,BUSHING REPAIR
803,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165222,FA-18C,F-18 LEGACY,FIXED WING,10/31/2013 23:11,21,FUEL CELL
804,1,Archived,102,SQD-96,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,163888,EA-6B,EA-6B,FIXED WING,11/12/2013 23:11,13,MINOR DEFECT
805,2,Archived,102,SQD-124,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,168218,MV-22B,V-22,ROTOR,12/5/2013 23:11,17,MINOR DEFECT
806,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167820,MH-60S,H-60,ROTOR,12/8/2013 23:11,6,BUSHING REPAIR
807,1,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167820,MH-60S,H-60,ROTOR,12/27/2013 23:11,27,CRACK
808,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165528,FA-18D,F-18 LEGACY,FIXED WING,12/30/2013 23:11,26,MINOR DEFECT
809,2,Archived,102,SQD-90,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165380,AV-8B,AV-8,FIXED WING,11/14/2013 23:11,16,FUEL LEAK
810,2,Archived,102,SQD-116,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,166746,MV-22B,V-22,ROTOR,11/16/2013 23:11,26,CRACK
816,2,Archived,102,SQD-96,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,163526,EA-6B,EA-6B,FIXED WING,12/8/2013 23:11,23,MINOR DEFECT
818,2,Archived,102,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,161263,CH-53E,H-53,ROTOR,11/23/2013 23:11,29,BUSHING REPAIR
819,2,PMI Concurrent,102,SQD-102,NIPPI,Japan,PACIFIC,139.482422,35.569842,,164653,FA-18D,F-18 LEGACY,FIXED WING,11/20/2013 23:11,30,MINOR DEFECT
820,2,Cancelled,102,SQD-90,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165580,AV-8B,AV-8,FIXED WING,11/19/2013 23:11,18,FUEL LEAK
822,2,Archived,102,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,162524,CH-53E,H-53,ROTOR,10/5/2013 23:11,10,MINOR DEFECT
823,2,Archived,102,SQD-116,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165852,MV-22B,V-22,ROTOR,9/26/2013 23:11,10,MINOR DEFECT
829,2,Archived,102,SQD-117,Kuwait,Kuwait,CENTCOM,47.520832,29.346945,,167989,MV-22B,V-22,ROTOR,10/17/2013 23:11,10,MINOR DEFECT
830,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162409,FA-18A,F-18 LEGACY,FIXED WING,12/9/2013 23:11,13,BUSHING REPAIR
831,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162428,FA-18A,F-18 LEGACY,FIXED WING,12/17/2013 23:11,30,BUSHING REPAIR
832,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,162882,FA-18A,F-18 LEGACY,FIXED WING,11/22/2013 23:11,30,BUSHING REPAIR
835,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167854,MH-60S,H-60,ROTOR,9/25/2013 23:11,27,CORROSION
836,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,164764,MH-53E,H-53,ROTOR,10/7/2013 23:11,24,CRACK
839,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167854,MH-60S,H-60,ROTOR,1/1/2014 23:11,21,CRACK
840,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167854,MH-60S,H-60,ROTOR,10/28/2013 23:11,25,CRACK
842,2,Archived,102,SQD-91,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,,162288,AV-8B,AV-8,FIXED WING,11/6/2013 23:11,28,FUEL CELL
843,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165528,FA-18D,F-18 LEGACY,FIXED WING,10/23/2013 23:11,20,CRACK
844,2,Archived,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,160820,AH-1T,H-1,ROTOR,9/21/2013 23:11,7,CRACK
855,2,Cancelled,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164667,FA-18D,F-18 LEGACY,FIXED WING,10/28/2013 23:11,24,BUSHING REPAIR
856,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,164767,MH-53E,H-53,ROTOR,10/12/2013 23:11,20,CRACK
857,2,Cancelled,102,SQD-38,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,167873,MH-60S,H-60,ROTOR,11/19/2013 23:11,16,MINOR DEFECT
861,2,Archived,102,SQD-107,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,165194,FA-18C,F-18 LEGACY,FIXED WING,12/29/2013 23:11,18,PANEL REPAIR
866,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164945,FA-18D,F-18 LEGACY,FIXED WING,12/22/2013 23:11,19,CRACK
869,2,Archived,102,SQD-96,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,163888,EA-6B,EA-6B,FIXED WING,10/15/2013 23:11,21,MINOR DEFECT
