ISR_Number,A/C Status,ISR Status,Pri,Squadron,Location,State/Country,Region,Longitude,Latitude,RCN,BUNO,TMS,PLATFORM,TYPE,Date Created,TAT,Repair Category
198,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166353,MH-60S,H-60,ROTOR,11/5/2013 23:11,1,MINOR DEFECT
200,2,Archived,103,SQD-39,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,167856,MH-60S,H-60,ROTOR,12/15/2013 23:11,2,BUSHING REPAIR
201,2,Cancelled,0,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,160801,AH-1T,H-1,ROTOR,10/27/2013 23:11,2,CRACK
202,2,Cancelled,0,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166353,MH-60S,H-60,ROTOR,12/16/2013 23:11,19,MINOR DEFECT
203,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164055,FA-18C,F-18 LEGACY,FIXED WING,12/22/2013 23:11,5,CRACK
204,2,Archived,103,SQD-57,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,163404,EA-6B,EA-6B,FIXED WING,11/15/2013 23:11,27,MINOR DEFECT
206,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166342,MH-60S,H-60,ROTOR,12/12/2013 23:11,16,MINOR DEFECT
207,2,Archived,103,SQD-88,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164012,FA-18C,F-18 LEGACY,FIXED WING,11/1/2013 23:11,18,BUSHING REPAIR
208,2,Archived,103,SQD-97,Al Udeid,Qatar,CENTCOM,51.55,24.98,,163400,EA-6B,EA-6B,FIXED WING,1/12/2014 23:11,10,MINOR DEFECT
210,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,163081,CH-53E,H-53,ROTOR,10/19/2013 23:11,13,MINOR DEFECT
211,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167109,KC-130J,C-130,FIXED WING,11/1/2013 23:11,9,MINOR DEFECT
212,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164067,FA-18C,F-18 LEGACY,FIXED WING,11/11/2013 23:11,15,MINOR DEFECT
213,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167109,KC-130J,C-130,FIXED WING,10/22/2013 23:11,11,INSPECTION
214,2,Archived,103,SQD-28,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,162550,AH-1W,H-1,ROTOR,11/7/2013 23:11,23,FUEL CELL
215,1,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164274,FA-18C,F-18 LEGACY,FIXED WING,10/31/2013 23:11,25,CRACK
216,2,Archived,103,SQD-50,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,166570,MH-60R,H-60,ROTOR,11/10/2013 23:11,11,BUSHING REPAIR
217,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164062,FA-18C,F-18 LEGACY,FIXED WING,10/14/2013 23:11,9,INSPECTION
218,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164023,FA-18C,F-18 LEGACY,FIXED WING,12/4/2013 23:11,10,BUSHING REPAIR
219,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,163081,CH-53E,H-53,ROTOR,9/26/2013 23:11,24,MINOR DEFECT
220,2,Archived,103,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,165869,FA-18E,F-18 SUPERS,FIXED WING,10/14/2013 23:11,12,MINOR DEFECT
221,2,Archived,103,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,165860,FA-18E,F-18 SUPERS,FIXED WING,10/25/2013 23:11,7,CRACK
222,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164023,FA-18C,F-18 LEGACY,FIXED WING,11/7/2013 23:11,15,MINOR DEFECT
223,1,Archived,103,SQD-135,NIPPI,Japan,PACIFIC,139.482422,35.569842,,162152,C-2A,E-2/C-2,FIXED WING,11/16/2013 23:11,25,MINOR DEFECT
224,1,Archived,103,SQD-135,NIPPI,Japan,PACIFIC,139.482422,35.569842,,162175,C-2A,E-2/C-2,FIXED WING,12/6/2013 23:11,20,MINOR DEFECT
225,2,Archived,103,SQD-83,NIPPI,Japan,PACIFIC,139.482422,35.569842,,165869,FA-18E,F-18 SUPERS,FIXED WING,10/17/2013 23:11,30,MINOR DEFECT
226,1,Cancelled,0,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164222,FA-18C,F-18 LEGACY,FIXED WING,10/28/2013 23:11,21,CRACK
227,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164945,FA-18D,F-18 LEGACY,FIXED WING,11/19/2013 23:11,27,MINOR DEFECT
228,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164738,FA-18D,F-18 LEGACY,FIXED WING,1/12/2014 23:11,25,MINOR DEFECT
229,2,Cancelled,0,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164023,FA-18C,F-18 LEGACY,FIXED WING,11/2/2013 23:11,22,BUSHING REPAIR
230,2,Archived,103,SQD-88,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164041,FA-18C,F-18 LEGACY,FIXED WING,9/28/2013 23:11,27,MINOR DEFECT
231,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,164791,CH-53E,H-53,ROTOR,10/6/2013 23:11,9,CRACK
232,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,164784,CH-53E,H-53,ROTOR,1/14/2014 23:11,26,MINOR DEFECT
234,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164062,FA-18C,F-18 LEGACY,FIXED WING,11/6/2013 23:11,26,MINOR DEFECT
235,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164945,FA-18D,F-18 LEGACY,FIXED WING,10/31/2013 23:11,22,CRACK
236,2,Archived,103,SQD-88,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164012,FA-18C,F-18 LEGACY,FIXED WING,10/26/2013 23:11,9,MINOR DEFECT
237,2,Archived,103,SQD-79,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166913,FA-18E,F-18 SUPERS,FIXED WING,11/21/2013 23:11,19,MINOR DEFECT
239,1,Archived,103,SQD-64,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,165825,E-2C,E-2/C-2,FIXED WING,11/12/2013 23:11,27,CRACK
240,2,Archived,103,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,165863,FA-18E,F-18 SUPERS,FIXED WING,11/15/2013 23:11,27,CRACK
241,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164945,FA-18D,F-18 LEGACY,FIXED WING,1/11/2014 23:11,27,MINOR DEFECT
242,2,Archived,103,SQD-88,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164054,FA-18C,F-18 LEGACY,FIXED WING,1/8/2014 23:11,12,BUSHING REPAIR
243,1,Archived,103,SQD-66,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,165828,E-2C,E-2/C-2,FIXED WING,11/27/2013 23:11,8,MINOR DEFECT
244,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166367,MH-60S,H-60,ROTOR,11/24/2013 23:11,22,CRACK
245,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,164779,CH-53E,H-53,ROTOR,12/14/2013 23:11,13,MINOR DEFECT
246,2,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,167998,UH-1Y,H-1,ROTOR,1/2/2014 23:11,23,MINOR DEFECT
247,2,Archived,103,SQD-110,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,162451,FA-18A,F-18 LEGACY,FIXED WING,11/7/2013 23:11,22,PANEL REPAIR
248,2,Archived,103,SQD-66,NIPPI,Japan,PACIFIC,139.482422,35.569842,,165813,E-2C,E-2/C-2,FIXED WING,10/31/2013 23:11,19,CORROSION
249,2,Archived,103,SQD-92,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165383,AV-8B,AV-8,FIXED WING,10/29/2013 23:11,9,CRACK
250,2,Archived,103,SQD-127,NAF Misawa JP,Japan,PACIFIC,141.371341,40.704156,,160610,P-3C,P-3,FIXED WING,10/28/2013 23:11,23,MINOR DEFECT
251,2,Cancelled,0,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,161263,CH-53E,H-53,ROTOR,11/21/2013 23:11,12,BUSHING REPAIR
252,2,Archived,103,SQD-100,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,164878,FA-18D,F-18 LEGACY,FIXED WING,1/3/2014 23:11,19,MINOR DEFECT
253,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,164784,CH-53E,H-53,ROTOR,10/25/2013 23:11,8,CRACK
254,1,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,162175,C-2A,E-2/C-2,FIXED WING,9/21/2013 23:11,28,CORROSION
255,2,Cancelled,0,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166367,MH-60S,H-60,ROTOR,11/10/2013 23:11,30,BUSHING REPAIR
256,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164230,FA-18C,F-18 LEGACY,FIXED WING,11/11/2013 23:11,27,MINOR DEFECT
257,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166367,MH-60S,H-60,ROTOR,12/28/2013 23:11,10,BUSHING REPAIR
258,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167863,MH-60S,H-60,ROTOR,12/8/2013 23:11,19,CORROSION
259,2,Archived,103,SQD-88,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164054,FA-18C,F-18 LEGACY,FIXED WING,11/18/2013 23:11,20,BUSHING REPAIR
260,2,Archived,103,SQD-88,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164054,FA-18C,F-18 LEGACY,FIXED WING,11/24/2013 23:11,11,MINOR DEFECT
261,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164264,FA-18C,F-18 LEGACY,FIXED WING,10/12/2013 23:11,21,MINOR DEFECT
262,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164264,FA-18C,F-18 LEGACY,FIXED WING,10/7/2013 23:11,25,CRACK
264,2,Archived,103,SQD-88,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164012,FA-18C,F-18 LEGACY,FIXED WING,9/24/2013 23:11,20,INSPECTION
265,2,Archived,103,SQD-76,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,166434,FA-18E,F-18 SUPERS,FIXED WING,11/7/2013 23:11,19,CRACK
266,2,Cancelled,0,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164222,FA-18C,F-18 LEGACY,FIXED WING,12/14/2013 23:11,29,MINOR DEFECT
267,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164062,FA-18C,F-18 LEGACY,FIXED WING,12/31/2013 23:11,27,BUSHING REPAIR
268,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167815,MH-60S,H-60,ROTOR,10/11/2013 23:11,17,BUSHING REPAIR
269,2,Cancelled,0,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167819,MH-60S,H-60,ROTOR,12/28/2013 23:11,24,BUSHING REPAIR
270,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167819,MH-60S,H-60,ROTOR,10/20/2013 23:11,20,BUSHING REPAIR
271,2,Archived,103,SQD-100,Thailand,Thailand,PACIFIC,100.447998,13.782069,,164699,FA-18D,F-18 LEGACY,FIXED WING,11/5/2013 23:11,9,MINOR DEFECT
272,1,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,161263,CH-53E,H-53,ROTOR,10/3/2013 23:11,21,CRACK
273,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164222,FA-18C,F-18 LEGACY,FIXED WING,10/3/2013 23:11,27,PANEL REPAIR
274,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166367,MH-60S,H-60,ROTOR,12/15/2013 23:11,10,BUSHING REPAIR
275,1,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,162152,C-2A,E-2/C-2,FIXED WING,12/20/2013 23:11,25,MINOR DEFECT
276,1,Cancelled,0,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,162152,C-2A,E-2/C-2,FIXED WING,10/3/2013 23:11,6,CRACK
277,1,Cancelled,0,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,162152,C-2A,E-2/C-2,FIXED WING,11/16/2013 23:11,8,MINOR DEFECT
278,2,Archived,103,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166859,FA-18E,F-18 SUPERS,FIXED WING,10/20/2013 23:11,16,MINOR DEFECT
279,2,Archived,103,SQD-88,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164012,FA-18C,F-18 LEGACY,FIXED WING,11/1/2013 23:11,24,INSPECTION
280,2,Archived,103,SQD-39,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,167890,MH-60S,H-60,ROTOR,10/18/2013 23:11,10,BUSHING REPAIR
281,2,Archived,103,SQD-76,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,166425,FA-18E,F-18 SUPERS,FIXED WING,12/9/2013 23:11,25,CRACK
282,2,Archived,103,SQD-43,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,168394,MH-60S,H-60,ROTOR,11/4/2013 23:11,6,BUSHING REPAIR
283,1,Cancelled,0,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166862,FA-18E,F-18 SUPERS,FIXED WING,11/14/2013 23:11,22,MINOR DEFECT
284,2,Archived,103,SQD-106,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,,164277,FA-18C,F-18 LEGACY,FIXED WING,11/20/2013 23:11,13,CRACK
285,2,Archived,103,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164738,FA-18D,F-18 LEGACY,FIXED WING,12/31/2013 23:11,15,CRACK
286,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164222,FA-18C,F-18 LEGACY,FIXED WING,1/20/2014 23:11,36,CRACK
287,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,163063,CH-53E,H-53,ROTOR,10/14/2013 23:11,13,MINOR DEFECT
288,2,Archived,103,SQD-88,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164054,FA-18C,F-18 LEGACY,FIXED WING,11/24/2013 23:11,5,BUSHING REPAIR
289,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164021,FA-18C,F-18 LEGACY,FIXED WING,12/7/2013 23:11,18,BUSHING REPAIR
290,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,162152,C-2A,E-2/C-2,FIXED WING,11/24/2013 23:11,26,CORROSION
291,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,162152,C-2A,E-2/C-2,FIXED WING,12/25/2013 23:11,22,CRACK
292,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,162152,C-2A,E-2/C-2,FIXED WING,12/10/2013 23:11,14,MINOR DEFECT
293,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,162152,C-2A,E-2/C-2,FIXED WING,12/12/2013 23:11,13,CRACK
294,2,Archived,103,SQD-79,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166908,FA-18E,F-18 SUPERS,FIXED WING,10/25/2013 23:11,9,MINOR DEFECT
295,2,Archived,103,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166862,FA-18E,F-18 SUPERS,FIXED WING,10/12/2013 23:11,11,MINOR DEFECT
296,2,Archived,103,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166865,FA-18E,F-18 SUPERS,FIXED WING,12/31/2013 23:11,21,INSPECTION
297,2,Archived,103,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166865,FA-18E,F-18 SUPERS,FIXED WING,10/28/2013 23:11,28,INSPECTION
298,2,Archived,103,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164699,FA-18D,F-18 LEGACY,FIXED WING,1/2/2014 23:11,9,MINOR DEFECT
299,2,Cancelled,0,SQD-114,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,166734,MV-22B,V-22,ROTOR,10/31/2013 23:11,13,MINOR DEFECT
300,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164010,FA-18C,F-18 LEGACY,FIXED WING,9/25/2013 23:11,6,MINOR DEFECT
301,2,Archived,103,SQD-88,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164012,FA-18C,F-18 LEGACY,FIXED WING,10/23/2013 23:11,27,INSPECTION
302,2,PMI Concurrent,102,SQD-13,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,,161540,CH-53E,H-53,ROTOR,12/30/2013 23:11,25,MINOR DEFECT
304,2,Archived,103,SQD-57,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,163048,EA-6B,EA-6B,FIXED WING,11/22/2013 23:11,25,MINOR DEFECT
305,2,Archived,103,SQD-88,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,163987,FA-18C,F-18 LEGACY,FIXED WING,12/5/2013 23:11,22,BUSHING REPAIR
309,2,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,160801,AH-1T,H-1,ROTOR,11/28/2013 23:11,28,CRACK
312,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164062,FA-18C,F-18 LEGACY,FIXED WING,12/20/2013 23:11,7,MINOR DEFECT
313,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164062,FA-18C,F-18 LEGACY,FIXED WING,10/17/2013 23:11,10,BUSHING REPAIR
314,2,Archived,103,SQD-88,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164054,FA-18C,F-18 LEGACY,FIXED WING,11/15/2013 23:11,10,CRACK
315,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164050,FA-18C,F-18 LEGACY,FIXED WING,12/12/2013 23:11,14,MINOR DEFECT
316,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164067,FA-18C,F-18 LEGACY,FIXED WING,11/6/2013 23:11,13,MINOR DEFECT
317,1,Archived,103,SQD-106,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,,164274,FA-18C,F-18 LEGACY,FIXED WING,12/23/2013 23:11,26,BUSHING REPAIR
318,2,Archived,103,SQD-48,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,163594,SH-60B,H-60,ROTOR,11/14/2013 23:11,28,CRACK
319,2,Archived,103,SQD-114,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,168004,MV-22B,V-22,ROTOR,12/15/2013 23:11,15,MINOR DEFECT
320,1,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167814,MH-60S,H-60,ROTOR,10/27/2013 23:11,6,MINOR DEFECT
321,2,Archived,103,SQD-114,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,168004,MV-22B,V-22,ROTOR,10/24/2013 23:11,6,CORROSION
322,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166356,MH-60S,H-60,ROTOR,10/13/2013 23:11,19,MINOR DEFECT
323,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167835,MH-60S,H-60,ROTOR,11/18/2013 23:11,29,CORROSION
324,2,Archived,103,SQD-94,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165574,AV-8B,AV-8,FIXED WING,11/8/2013 23:11,15,CRACK
327,2,Cancelled,0,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,161257,CH-53E,H-53,ROTOR,11/28/2013 23:11,5,MINOR DEFECT
328,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,162524,CH-53E,H-53,ROTOR,12/22/2013 23:11,29,CRACK
329,2,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,164578,AH-1W,H-1,ROTOR,12/7/2013 23:11,16,CRACK
330,2,Archived,103,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164878,FA-18D,F-18 LEGACY,FIXED WING,10/18/2013 23:11,13,BUSHING REPAIR
331,2,Archived,103,SQD-43,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,167859,MH-60S,H-60,ROTOR,11/26/2013 23:11,20,MINOR DEFECT
332,2,Archived,103,SQD-43,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,167859,MH-60S,H-60,ROTOR,10/4/2013 23:11,9,BUSHING REPAIR
334,2,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,164574,AH-1W,H-1,ROTOR,10/4/2013 23:11,28,CRACK
335,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167837,MH-60S,H-60,ROTOR,12/1/2013 23:11,28,CRACK
336,2,Archived,103,SQD-33,NIPPI,Japan,PACIFIC,139.482422,35.569842,,167832,MH-60S,H-60,ROTOR,11/24/2013 23:11,20,MINOR DEFECT
337,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167982,KC-130J,C-130,FIXED WING,12/16/2013 23:11,19,INSPECTION
338,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167983,KC-130J,C-130,FIXED WING,10/13/2013 23:11,18,INSPECTION
339,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164050,FA-18C,F-18 LEGACY,FIXED WING,11/19/2013 23:11,5,PANEL REPAIR
340,2,Archived,103,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164021,FA-18C,F-18 LEGACY,FIXED WING,11/9/2013 23:11,25,BUSHING REPAIR
341,1,Archived,103,SQD-64,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,165823,E-2C,E-2/C-2,FIXED WING,12/19/2013 23:11,18,CRACK
342,2,Archived,103,SQD-102,NIPPI,Japan,PACIFIC,139.482422,35.569842,,164674,FA-18D,F-18 LEGACY,FIXED WING,10/2/2013 23:11,18,MINOR DEFECT
344,2,Cancelled,0,SQD-78,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,164029,FA-18C,F-18 LEGACY,FIXED WING,11/3/2013 23:11,22,MINOR DEFECT
345,2,Archived,103,SQD-43,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,167859,MH-60S,H-60,ROTOR,12/4/2013 23:11,5,MINOR DEFECT
346,2,Archived,103,SQD-43,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,167854,MH-60S,H-60,ROTOR,11/5/2013 23:11,22,MINOR DEFECT
347,2,Archived,103,SQD-48,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,164851,SH-60B,H-60,ROTOR,12/2/2013 23:11,21,MINOR DEFECT
350,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,162499,CH-53E,H-53,ROTOR,10/27/2013 23:11,13,CRACK
355,2,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,160801,AH-1T,H-1,ROTOR,10/22/2013 23:11,15,CRACK
356,2,Archived,103,SQD-43,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,167865,MH-60S,H-60,ROTOR,11/14/2013 23:11,22,MINOR DEFECT
358,1,Archived,103,SQD-43,USS Stennis,CVN,AFLOAT,92.726328,-6.54528,,167867,MH-60S,H-60,ROTOR,11/11/2013 23:11,22,MINOR DEFECT
359,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167857,MH-60S,H-60,ROTOR,12/6/2013 23:11,5,CRACK
360,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164945,FA-18D,F-18 LEGACY,FIXED WING,11/16/2013 23:11,25,CRACK
361,2,Archived,103,#N/A,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,166744,MV-22B,V-22,ROTOR,10/29/2013 23:11,8,MINOR DEFECT
362,2,Archived,103,#N/A,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,167902,MV-22B,V-22,ROTOR,10/13/2013 23:11,18,MINOR DEFECT
363,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167839,MH-60S,H-60,ROTOR,11/21/2013 23:11,24,CRACK
364,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167857,MH-60S,H-60,ROTOR,11/2/2013 23:11,8,BUSHING REPAIR
365,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164729,FA-18D,F-18 LEGACY,FIXED WING,11/26/2013 23:11,22,MINOR DEFECT
366,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164264,FA-18C,F-18 LEGACY,FIXED WING,12/4/2013 23:11,25,CRACK
367,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164729,FA-18D,F-18 LEGACY,FIXED WING,11/27/2013 23:11,12,CRACK
368,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,164784,CH-53E,H-53,ROTOR,10/25/2013 23:11,28,MINOR DEFECT
369,2,Archived,103,SQD-28,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,168408,UH-1Y,H-1,ROTOR,12/21/2013 23:11,6,MINOR DEFECT
370,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,162175,C-2A,E-2/C-2,FIXED WING,10/13/2013 23:11,26,CORROSION
